aX,aY,aZ,gX,gY,gZ
-0.005,0.049,1.177,0.916,4.700,-3.906
-0.033,0.079,1.213,0.183,-4.517,-6.409
-0.055,0.114,1.229,1.282,-15.442,-8.850
-0.064,0.133,1.224,5.615,-17.822,-5.432
-0.056,0.143,1.205,10.986,-17.395,-2.930
-0.051,0.152,1.179,14.771,-17.578,-1.831
-0.058,0.153,1.146,16.479,-17.700,-2.197
-0.071,0.157,1.114,17.517,-16.296,-3.357
-0.089,0.165,1.083,19.653,-12.878,-5.127
-0.111,0.173,1.055,20.691,-8.972,-7.080
-0.137,0.175,1.036,20.569,-6.104,-8.667
-0.157,0.174,1.018,20.447,-3.601,-9.399
-0.171,0.176,1.001,20.813,-0.549,-9.094
-0.178,0.181,0.990,20.935,1.831,-8.240
-0.182,0.187,0.976,20.691,3.723,-6.897
-0.177,0.187,0.958,19.836,4.883,-4.761
-0.172,0.194,0.942,18.250,5.127,-2.869
-0.170,0.196,0.931,15.991,4.517,-1.770
-0.171,0.202,0.924,13.367,3.967,-0.061
-0.163,0.205,0.923,11.108,3.784,2.075
-0.149,0.206,0.920,9.216,3.418,3.601
-0.133,0.207,0.916,7.812,2.502,4.761
-0.117,0.209,0.912,6.287,1.770,5.188
-0.105,0.213,0.906,5.188,1.831,4.150
-0.101,0.219,0.899,4.395,2.808,2.625
-0.101,0.228,0.895,3.845,4.395,0.427
-0.115,0.240,0.891,2.808,5.798,-1.587
-0.134,0.258,0.891,1.953,7.080,-3.174
-0.153,0.271,0.898,0.977,7.751,-3.967
-0.167,0.280,0.911,0.488,7.385,-3.662
-0.175,0.287,0.915,0.061,6.104,-2.747
-0.180,0.293,0.925,0.000,4.456,-1.953
-0.177,0.301,0.921,0.305,2.502,-0.732
-0.174,0.303,0.921,0.244,0.854,0.305
-0.167,0.303,0.925,0.610,0.061,0.854
-0.159,0.301,0.934,1.343,0.061,1.038
-0.154,0.297,0.941,2.319,0.488,0.366
-0.151,0.291,0.943,3.235,0.916,-0.183
-0.149,0.287,0.943,4.089,0.671,-0.305
-0.145,0.279,0.939,4.639,0.244,-0.671
-0.139,0.270,0.934,5.127,-0.793,-0.244
-0.130,0.258,0.925,5.005,-2.075,0.427
-0.123,0.249,0.919,4.333,-3.235,0.732
-0.119,0.240,0.919,3.845,-4.272,1.038
-0.119,0.230,0.923,3.418,-4.883,0.610
-0.116,0.221,0.927,3.540,-4.456,-0.061
-0.111,0.219,0.924,3.967,-3.906,-0.488
-0.108,0.215,0.912,3.479,-3.540,-1.282
-0.117,0.219,0.914,2.686,-2.930,-2.136
-0.126,0.218,0.921,2.136,-2.075,-2.686
-0.133,0.220,0.932,1.770,-1.709,-3.052
-0.134,0.224,0.936,1.648,-1.892,-2.686
-0.138,0.227,0.928,1.099,-2.686,-2.258
-0.142,0.231,0.925,0.061,-3.540,-2.014
-0.145,0.233,0.926,-0.305,-3.601,-1.953
-0.147,0.235,0.932,-0.244,-3.357,-1.953
-0.146,0.242,0.935,0.061,-3.113,-2.075
-0.154,0.244,0.926,-0.122,-3.235,-2.502
-0.160,0.248,0.922,-1.038,-3.235,-2.930
-0.172,0.250,0.928,-1.709,-2.991,-2.930

-0.534,1.560,0.530,-9.155,-18.677,-35.461
-0.585,1.566,0.588,-5.432,-10.498,-30.701
-0.621,1.553,0.641,-1.160,-3.662,-23.804
-0.637,1.531,0.675,4.822,1.709,-14.038
-0.627,1.492,0.673,11.536,4.272,-2.869
-0.577,1.440,0.638,18.127,4.517,9.521
-0.500,1.406,0.594,23.865,3.967,22.278
-0.418,1.372,0.551,27.283,2.869,32.104
-0.326,1.332,0.522,28.870,3.174,38.940
-0.234,1.296,0.516,29.846,5.371,44.922
-0.151,1.250,0.526,30.457,8.118,49.194
-0.083,1.181,0.544,31.799,11.475,51.575
-0.031,1.115,0.556,34.363,14.893,52.856
-0.007,1.046,0.567,36.926,17.090,53.955
0.024,0.966,0.573,39.124,18.616,54.260
0.030,0.908,0.568,39.368,16.724,53.955
0.036,0.857,0.597,37.109,13.672,54.016
0.034,0.799,0.612,33.386,8.667,56.946
0.045,0.736,0.622,31.921,5.310,61.096
0.048,0.664,0.625,31.433,6.165,63.660
0.047,0.580,0.632,28.931,5.249,64.758
0.051,0.503,0.642,24.170,2.014,63.477
0.041,0.432,0.669,18.433,-2.014,61.096
0.027,0.361,0.692,13.794,-5.310,58.899
0.008,0.304,0.727,8.667,-5.859,56.702
-0.026,0.255,0.760,4.456,-5.066,54.810
-0.060,0.203,0.803,1.709,-2.930,53.162
-0.065,0.151,0.834,1.343,1.404,52.368
-0.057,0.113,0.853,2.625,6.042,51.636
-0.048,0.075,0.862,3.357,8.911,48.645
-0.056,0.046,0.873,2.869,11.292,44.678
-0.057,0.023,0.890,1.343,14.343,40.894
-0.056,-0.007,0.906,-1.343,16.541,36.621
-0.072,-0.023,0.924,-4.578,16.541,31.799
-0.099,-0.031,0.949,-7.324,15.625,27.588
-0.120,-0.046,0.985,-8.728,15.747,24.414
-0.116,-0.065,1.002,-8.850,16.785,23.376
-0.116,-0.066,1.024,-7.629,17.334,22.095
-0.119,-0.058,1.037,-5.615,18.250,21.179
-0.125,-0.056,1.053,-3.479,20.508,20.508
-0.119,-0.043,1.071,-0.671,22.583,20.508
-0.106,-0.021,1.075,2.625,22.888,20.386
-0.102,-0.012,1.064,4.089,20.447,19.348
-0.096,-0.000,1.044,4.700,16.663,17.761
-0.096,0.010,1.026,3.845,12.939,16.418
-0.085,0.010,1.018,1.709,10.254,15.381
-0.072,0.020,1.010,-1.099,7.629,14.832
-0.052,0.031,1.012,-4.333,4.578,14.099
-0.038,0.040,1.021,-7.385,2.258,12.451
-0.039,0.052,1.035,-9.583,0.305,9.827
-0.050,0.071,1.057,-10.071,-0.122,7.385
-0.046,0.083,1.069,-9.399,1.892,5.554
-0.048,0.090,1.082,-8.545,4.089,3.479
-0.057,0.101,1.098,-6.836,5.737,0.854
-0.050,0.100,1.154,-4.944,5.188,-2.319
-0.060,0.132,1.160,-4.639,-6.653,-8.545
-0.071,0.159,1.157,-2.014,-11.414,-9.705
-0.072,0.182,1.139,2.625,-10.803,-7.751
-0.075,0.194,1.123,6.775,-7.935,-6.470
-0.088,0.192,1.108,9.949,-5.188,-5.676
-0.095,0.193,1.091,12.939,-3.174,-5.066
-0.101,0.192,1.067,14.893,-3.540,-5.188
-0.107,0.188,1.044,16.052,-4.639,-5.798
-0.118,0.182,1.014,16.663,-6.409,-6.348
-0.131,0.180,0.991,16.296,-7.996,-6.592
-0.140,0.180,0.967,15.625,-9.033,-6.226
-0.145,0.185,0.943,14.404,-9.521,-6.104
-0.154,0.190,0.931,12.329,-9.460,-5.310
-0.155,0.193,0.928,9.949,-8.057,-4.150
-0.151,0.193,0.925,7.568,-7.446,-3.540
-0.157,0.200,0.932,5.188,-7.629,-3.052
-0.157,0.204,0.940,3.723,-7.385,-2.686
-0.156,0.213,0.946,3.296,-5.981,-2.625
-0.158,0.228,0.945,3.540,-4.883,-2.930
-0.160,0.238,0.945,3.601,-2.808,-3.662
-0.162,0.254,0.950,3.601,-0.366,-4.395
-0.164,0.271,0.956,3.601,1.343,-4.944
-0.166,0.282,0.954,2.563,2.319,-5.493
-0.175,0.288,0.955,2.258,2.930,-5.737
-0.180,0.291,0.958,2.625,3.357,-4.700
-0.180,0.293,0.957,3.113,3.113,-3.235
-0.179,0.292,0.954,3.235,2.319,-1.587
-0.174,0.289,0.944,3.052,0.427,0.793
-0.168,0.282,0.939,2.869,-0.793,2.747
-0.158,0.282,0.930,2.808,-1.831,4.333
-0.146,0.278,0.916,2.563,-2.502,4.883
-0.138,0.278,0.911,2.075,-2.625,4.028
-0.136,0.282,0.908,2.075,-1.892,2.686
-0.138,0.287,0.906,2.075,0.305,0.549
-0.152,0.291,0.911,2.319,3.296,-2.197
-0.166,0.296,0.916,2.869,6.165,-4.089
-0.181,0.300,0.919,3.906,7.996,-5.066
-0.195,0.305,0.915,4.578,8.362,-5.432
-0.201,0.310,0.905,5.127,7.568,-4.639
-0.204,0.310,0.897,4.700,6.104,-3.174
-0.202,0.308,0.893,3.967,4.211,-1.831
-0.195,0.302,0.892,2.869,2.014,-0.061
-0.186,0.294,0.893,1.831,0.183,1.465
-0.178,0.289,0.897,0.977,-0.916,2.441
-0.167,0.287,0.896,0.610,-1.343,3.235
-0.158,0.288,0.901,0.427,-1.160,3.296
-0.149,0.288,0.911,0.366,-0.671,2.441
-0.147,0.291,0.924,0.549,-0.061,1.221
-0.146,0.295,0.932,1.221,0.732,-0.183
-0.150,0.297,0.936,1.953,1.709,-1.343
-0.157,0.301,0.938,2.380,2.563,-1.526
-0.165,0.301,0.939,2.930,2.808,-1.343
-0.170,0.299,0.942,3.540,2.136,-0.732
-0.177,0.297,0.948,3.967,1.160,0.305
-0.166,0.286,0.930,5.005,0.427,1.587
-0.171,0.286,0.939,5.432,0.305,2.197
-0.173,0.287,0.927,6.226,-0.061,2.625
-0.168,0.282,0.916,6.775,0.000,2.502
-0.169,0.276,0.903,6.775,0.122,2.197
-0.169,0.284,0.898,6.042,0.061,1.282
-0.174,0.279,0.892,4.700,0.183,0.610
-0.180,0.282,0.896,3.723,0.610,0.061
-0.184,0.281,0.904,3.113,0.977,0.183
-0.181,0.280,0.911,2.747,1.343,0.244

-0.486,1.612,0.592,-45.532,-39.551,-36.377
-0.552,1.601,0.696,-41.382,-48.828,-24.414
-0.590,1.581,0.782,-32.593,-55.725,-13.550
-0.628,1.545,0.836,-20.569,-59.631,-3.479
-0.644,1.516,0.842,-5.798,-60.120,6.592
-0.631,1.479,0.793,8.728,-59.326,17.029
-0.578,1.432,0.714,20.325,-58.838,27.771
-0.476,1.378,0.642,28.320,-58.167,38.940
-0.367,1.313,0.589,32.288,-57.312,47.363
-0.269,1.251,0.547,33.569,-56.396,52.368
-0.185,1.197,0.512,33.508,-53.589,55.359
-0.120,1.156,0.482,32.959,-47.729,57.251
-0.072,1.119,0.477,32.837,-38.879,58.289
-0.024,1.078,0.481,32.227,-27.405,54.382
-0.018,1.038,0.493,32.898,-16.541,50.720
-0.019,1.004,0.500,33.691,-6.287,48.035
-0.018,0.956,0.508,34.363,3.723,48.462
-0.025,0.899,0.526,34.363,12.756,50.659
-0.016,0.842,0.545,33.691,17.395,53.223
0.009,0.772,0.579,31.250,16.479,55.115
0.027,0.712,0.585,24.902,6.592,54.443
0.007,0.673,0.614,16.174,-1.648,56.091
-0.025,0.604,0.634,9.216,-13.428,63.721
-0.029,0.559,0.630,5.920,-18.555,69.763
-0.023,0.491,0.629,2.502,-17.212,75.500
-0.008,0.431,0.638,-2.197,-16.602,78.064
0.008,0.382,0.648,-7.080,-16.541,77.820
0.011,0.351,0.669,-12.695,-14.771,75.256
0.011,0.323,0.703,-17.761,-10.803,71.899
0.021,0.302,0.747,-22.644,-5.005,69.824
0.021,0.283,0.802,-25.940,0.977,67.871
0.017,0.261,0.866,-26.489,7.629,64.880
0.035,0.246,0.925,-24.658,14.709,60.669
0.041,0.232,0.954,-21.240,20.142,55.176
0.026,0.216,0.977,-17.334,24.048,47.729
0.010,0.212,1.006,-13.184,27.344,40.405
0.008,0.209,1.027,-7.446,30.273,34.119
0.005,0.198,1.033,-0.793,32.410,27.283
-0.009,0.186,1.024,4.822,32.532,20.081
-0.042,0.182,1.002,9.338,31.738,13.916
-0.078,0.177,0.981,13.000,30.273,9.460
-0.114,0.158,0.952,15.259,28.137,8.057
-0.140,0.147,0.930,15.442,25.391,8.179
-0.155,0.134,0.918,13.611,21.179,9.521
-0.146,0.122,0.915,10.498,16.602,12.390
-0.123,0.115,0.919,6.531,11.414,15.747
-0.105,0.109,0.938,2.197,6.287,17.761
-0.095,0.101,0.967,-1.221,3.296,18.982
-0.078,0.096,1.000,-3.174,2.747,19.348
-0.053,0.096,1.029,-3.113,1.282,19.348
-0.041,0.090,1.045,-0.793,-0.977,18.066
-0.036,0.081,1.056,3.723,-1.709,15.930
-0.034,0.069,1.053,9.216,-1.709,14.404
-0.022,0.063,1.039,14.038,-2.869,12.817
-0.020,0.057,1.019,18.066,-5.310,10.315
-0.023,0.061,0.998,20.325,-8.301,7.690
-0.027,0.072,0.979,21.423,-10.193,5.066
-0.031,0.081,0.966,21.118,-10.681,2.258
-0.029,0.094,0.985,18.494,-11.963,-1.221
-0.042,0.129,0.957,12.512,-19.165,-5.432
-0.054,0.151,0.951,7.080,-18.860,-5.127
-0.066,0.177,0.963,4.456,-12.268,-3.662
-0.070,0.196,0.995,1.831,-5.371,-2.258
-0.075,0.203,1.040,-1.282,-1.160,-1.831
-0.088,0.215,1.096,-3.479,0.427,-2.686
-0.104,0.224,1.155,-3.906,1.038,-3.845
-0.116,0.227,1.194,-1.953,1.526,-4.089
-0.116,0.229,1.211,2.136,1.831,-3.235
-0.115,0.236,1.198,7.385,0.854,-3.113
-0.117,0.238,1.168,11.841,0.061,-3.784
-0.117,0.241,1.130,14.893,0.061,-4.333
-0.126,0.246,1.092,17.578,0.793,-5.737
-0.135,0.248,1.054,19.287,1.770,-6.775
-0.144,0.255,1.018,19.897,3.174,-6.836
-0.150,0.259,0.991,19.470,4.028,-6.348
-0.150,0.258,0.969,18.066,4.028,-5.554
-0.155,0.261,0.953,16.235,3.235,-4.639
-0.158,0.262,0.940,14.343,2.319,-3.906
-0.159,0.266,0.927,12.207,1.953,-2.991
-0.160,0.273,0.922,10.071,2.502,-2.075
-0.159,0.276,0.921,8.240,3.540,-0.854
-0.157,0.278,0.918,6.714,4.456,0.366
-0.154,0.283,0.919,5.676,5.554,1.282
-0.151,0.293,0.920,5.249,6.287,1.831
-0.151,0.303,0.917,5.127,6.531,1.892
-0.148,0.315,0.914,5.371,6.836,1.892
-0.145,0.327,0.904,5.737,7.507,1.526
-0.147,0.331,0.892,5.676,7.935,0.488
-0.152,0.340,0.888,5.615,8.850,-0.610
-0.162,0.344,0.888,6.042,9.888,-1.404
-0.165,0.345,0.891,6.348,10.437,-1.648
-0.173,0.346,0.890,6.775,9.460,-1.282
-0.172,0.348,0.888,7.263,7.874,-0.244
-0.165,0.348,0.881,7.446,5.737,1.465
-0.157,0.349,0.867,7.385,3.662,2.197
-0.156,0.354,0.856,7.019,2.075,2.502
-0.149,0.358,0.853,6.042,1.587,2.258
-0.144,0.365,0.861,5.127,1.526,1.648
-0.143,0.363,0.868,3.784,1.587,0.610
-0.147,0.365,0.880,2.686,1.465,0.183
-0.151,0.361,0.893,2.502,1.587,-0.366
-0.144,0.354,0.906,2.625,1.648,0.244
-0.139,0.349,0.911,3.113,0.183,1.160
-0.132,0.341,0.909,3.784,-1.282,2.136
-0.118,0.331,0.906,4.395,-2.625,3.235
-0.104,0.327,0.897,4.822,-3.662,3.723
-0.096,0.327,0.890,4.944,-3.601,3.174
-0.092,0.324,0.882,4.272,-2.991,1.587
-0.092,0.324,0.885,3.418,-1.526,0.000
-0.098,0.321,0.892,2.502,-0.183,-1.587
-0.102,0.317,0.901,1.465,0.366,-2.441
-0.111,0.318,0.905,0.793,0.488,-3.113
-0.120,0.316,0.914,0.305,0.732,-3.540
-0.118,0.319,0.923,0.427,0.916,-3.113
-0.122,0.323,0.925,0.977,0.732,-2.625
-0.127,0.329,0.920,1.709,0.000,-2.808
-0.128,0.332,0.913,2.258,-0.305,-2.625
-0.132,0.332,0.911,2.625,0.000,-2.747
-0.136,0.330,0.915,2.563,0.244,-2.869

-0.556,1.518,0.631,-27.283,4.150,-42.480
-0.639,1.534,0.697,-21.118,8.850,-43.396
-0.695,1.546,0.736,-11.780,14.404,-39.246
-0.712,1.536,0.759,-1.099,20.325,-30.151
-0.679,1.472,0.750,8.301,24.353,-17.578
-0.591,1.391,0.718,15.686,23.499,-2.136
-0.475,1.297,0.689,20.264,16.602,11.841
-0.352,1.210,0.663,21.729,5.432,24.475
-0.227,1.127,0.635,21.118,-6.714,34.851
-0.137,1.065,0.623,20.325,-15.991,42.542
-0.059,1.003,0.630,19.104,-20.081,45.959
-0.016,0.945,0.648,18.921,-20.508,47.241
0.013,0.890,0.674,20.874,-18.372,47.363
0.022,0.836,0.676,21.851,-16.663,46.936
0.036,0.789,0.692,21.118,-13.916,49.194
0.033,0.750,0.678,21.973,-15.991,54.321
0.038,0.712,0.666,23.376,-15.198,57.190
0.045,0.665,0.665,23.437,-13.977,59.937
0.062,0.608,0.662,22.278,-14.648,62.378
0.077,0.560,0.669,19.714,-15.625,63.110
0.089,0.510,0.674,16.479,-16.418,63.599
0.110,0.442,0.679,12.573,-15.198,64.331
0.133,0.376,0.685,8.362,-13.306,63.232
0.140,0.331,0.692,4.333,-11.597,59.998
0.138,0.294,0.713,-0.061,-8.362,55.298
0.132,0.243,0.742,-4.272,-3.784,50.903
0.127,0.224,0.786,-6.897,1.892,47.119
0.129,0.187,0.835,-8.789,8.667,41.504
0.113,0.149,0.874,-9.277,15.015,36.804
0.094,0.125,0.916,-8.545,20.142,32.349
0.079,0.109,0.944,-7.568,22.766,27.832
0.052,0.087,0.968,-6.531,22.827,23.743
0.011,0.073,0.987,-5.981,20.996,20.935
-0.005,0.063,1.000,-4.272,18.799,20.386
-0.015,0.057,1.001,-2.747,16.113,21.423
-0.019,0.043,0.990,-1.770,11.597,22.034
-0.012,0.038,0.978,-2.075,6.470,22.522
-0.008,0.039,0.962,-3.052,2.014,23.010
-0.005,0.037,0.951,-5.127,-1.465,22.339
-0.004,0.034,0.948,-8.179,-3.296,20.874
-0.004,0.033,0.958,-10.742,-3.845,18.738
-0.012,0.045,0.978,-12.207,-2.136,15.869
-0.012,0.056,1.001,-12.390,1.831,12.634
-0.001,0.078,1.022,-11.658,7.019,9.888
0.002,0.104,1.047,-10.559,10.986,6.836
0.002,0.120,1.076,-10.071,13.367,3.662
-0.026,0.149,1.112,-8.728,14.526,2.197
-0.035,0.164,1.157,-6.287,15.198,1.465
-0.035,0.167,1.174,-3.845,13.855,1.160
-0.039,0.170,1.182,-0.366,9.583,2.869
-0.036,0.170,1.159,3.418,3.418,4.883
-0.025,0.178,1.126,6.470,-2.441,6.958
-0.014,0.179,1.091,8.057,-6.836,7.812
-0.015,0.188,1.065,8.911,-10.071,7.385
-0.018,0.189,1.038,8.972,-11.292,5.859
-0.023,0.196,1.019,9.399,-10.193,4.578
-0.029,0.203,1.004,9.888,-8.118,2.991
-0.042,0.212,0.991,10.254,-5.615,1.526
-0.050,0.216,0.983,10.681,-2.991,-0.183
-0.060,0.216,0.979,10.864,-1.404,-1.282
-0.071,0.219,0.976,10.986,-0.732,-1.709
-0.076,0.220,0.968,11.047,-0.671,-1.404
-0.075,0.218,0.963,10.620,-1.282,-0.671
-0.075,0.219,0.957,10.315,-3.235,0.183
-0.071,0.227,0.945,10.132,-6.531,0.610
-0.071,0.234,0.929,9.644,-9.338,1.709
-0.070,0.238,0.914,9.033,-10.437,2.197
-0.071,0.243,0.909,8.362,-9.949,1.770
-0.072,0.247,0.904,7.507,-8.484,1.160
-0.073,0.259,0.901,6.653,-6.653,0.366
-0.081,0.269,0.901,5.310,-4.761,-0.732
-0.093,0.276,0.910,3.662,-2.930,-1.282
-0.096,0.283,0.927,2.319,-1.343,-1.343
-0.100,0.292,0.945,1.831,-0.610,-0.977
-0.103,0.295,0.958,1.587,-0.977,0.061
-0.098,0.300,0.962,1.831,-1.770,1.099
-0.095,0.302,0.964,2.197,-2.991,2.258
-0.088,0.298,0.960,2.502,-4.517,3.174
-0.081,0.299,0.954,2.686,-5.981,4.211
-0.080,0.301,0.952,2.686,-7.080,4.333
-0.085,0.301,0.945,2.563,-7.202,4.089
-0.087,0.301,0.943,3.113,-5.920,3.723
-0.090,0.295,0.944,3.296,-4.089,2.930
-0.090,0.302,0.949,3.540,-2.502,2.686
-0.086,0.303,0.951,3.723,-1.343,1.953
-0.082,0.299,0.956,3.662,0.000,1.404
-0.080,0.302,0.961,3.906,1.038,1.221
-0.076,0.306,0.956,4.578,1.160,0.793
-0.081,0.306,0.956,4.578,1.099,0.427
-0.083,0.304,0.955,4.761,0.671,0.122
-0.084,0.301,0.948,5.127,0.427,0.427
-0.085,0.300,0.943,5.554,0.305,1.343
-0.086,0.301,0.933,5.249,0.000,1.831
-0.082,0.298,0.923,4.456,-0.427,2.197
-0.084,0.298,0.915,3.662,-0.854,2.197
-0.086,0.296,0.912,2.930,-1.038,1.892
-0.085,0.302,0.910,2.441,-0.671,1.709
-0.085,0.301,0.911,1.526,-0.122,0.977
-0.091,0.306,0.916,1.099,0.549,-0.305
-0.100,0.311,0.925,1.587,1.831,-1.526
-0.104,0.313,0.927,2.136,3.052,-1.831
-0.104,0.312,0.918,2.563,3.479,-1.831
-0.106,0.314,0.917,2.502,2.869,-1.709
-0.108,0.318,0.916,2.502,2.319,-1.221
-0.110,0.318,0.916,2.502,1.709,-0.854
-0.113,0.319,0.911,2.930,0.732,-0.061
-0.110,0.320,0.905,3.174,-0.244,0.977
-0.110,0.320,0.895,3.052,-1.099,1.343
-0.110,0.316,0.893,2.747,-1.465,1.221
-0.109,0.315,0.894,2.380,-1.282,1.038
-0.110,0.318,0.897,2.319,-0.854,0.244
-0.113,0.324,0.896,2.136,-0.061,-0.183
-0.115,0.326,0.901,2.197,2.136,0.488
-0.114,0.328,0.907,2.319,1.587,-0.183
-0.114,0.330,0.912,2.075,-0.427,-0.366
-0.114,0.327,0.912,1.587,-1.648,0.244
-0.107,0.326,0.916,1.587,-1.465,1.221
-0.102,0.317,0.920,1.648,-1.953,1.953
-0.098,0.313,0.925,2.075,-2.869,2.136

-0.414,1.446,0.800,10.559,-39.246,-16.968
-0.454,1.472,0.815,13.550,-49.561,-9.766
-0.490,1.462,0.822,16.602,-56.030,-3.601
-0.523,1.445,0.817,20.386,-59.265,2.686
-0.543,1.433,0.795,24.963,-59.570,11.108
-0.518,1.399,0.770,29.053,-56.885,21.484
-0.464,1.361,0.750,32.166,-52.246,31.982
-0.396,1.302,0.734,34.973,-47.363,39.612
-0.312,1.243,0.712,38.391,-41.687,45.532
-0.232,1.189,0.676,41.748,-34.668,50.110
-0.170,1.137,0.645,44.739,-25.818,52.979
-0.112,1.069,0.623,46.997,-15.076,53.467
-0.052,1.005,0.600,48.889,-4.700,54.382
-0.020,0.949,0.583,49.927,4.333,54.565
0.020,0.892,0.580,49.805,11.597,53.101
0.050,0.829,0.585,49.438,16.235,52.795
0.059,0.800,0.581,47.424,15.747,50.781
0.070,0.755,0.607,42.786,13.916,50.049
0.049,0.697,0.624,36.682,7.202,54.016
0.044,0.631,0.632,32.715,-0.549,58.899
0.046,0.548,0.628,29.907,-5.432,63.660
0.054,0.458,0.619,25.085,-10.315,66.956
0.053,0.384,0.608,19.104,-16.479,67.017
0.049,0.330,0.599,11.902,-20.081,64.636
0.046,0.288,0.608,4.883,-18.921,61.279
0.053,0.255,0.639,-1.709,-13.000,58.594
0.081,0.226,0.691,-6.714,-4.211,55.725
0.101,0.191,0.742,-10.437,5.493,51.147
0.105,0.165,0.798,-13.550,15.198,44.312
0.099,0.152,0.863,-15.015,24.048,37.720
0.083,0.128,0.930,-14.404,30.640,33.386
0.056,0.111,0.993,-11.597,34.668,30.334
0.039,0.085,1.032,-6.714,35.156,28.503
0.023,0.065,1.053,-1.221,31.982,27.710
0.018,0.039,1.055,3.540,25.757,28.198
0.007,0.002,1.050,5.615,18.250,28.442
0.005,-0.030,1.024,6.165,10.742,28.931
0.016,-0.055,1.006,5.066,3.967,29.419
0.028,-0.072,0.992,3.113,-0.916,29.297
0.041,-0.094,0.990,0.488,-2.747,28.137
0.041,-0.102,1.001,-1.526,-2.014,25.574
0.043,-0.107,1.020,-1.892,0.427,23.071
0.048,-0.116,1.040,-1.404,2.930,21.240
0.047,-0.116,1.055,-0.122,3.235,19.226
0.042,-0.109,1.069,1.526,1.953,17.883
0.042,-0.118,1.081,3.296,0.244,17.029
0.047,-0.111,1.072,3.967,-2.991,16.113
0.047,-0.099,1.047,3.662,-7.263,14.771
0.043,-0.091,1.026,2.258,-10.254,13.184
0.036,-0.079,1.006,0.488,-11.719,11.292
0.018,-0.066,1.000,-1.709,-11.658,8.850
0.005,-0.053,1.000,-3.418,-10.254,6.714
-0.005,-0.035,1.001,-5.066,-8.240,5.432
-0.019,-0.012,1.005,-7.080,-7.385,4.395
-0.035,0.011,1.024,-9.033,-6.897,3.784
-0.043,0.032,1.045,-9.888,-6.531,3.723
-0.048,0.062,1.064,-9.888,-7.019,4.150
-0.052,0.090,1.076,-9.277,-7.324,4.028
-0.047,0.104,1.092,-8.301,-6.714,3.357
-0.048,0.124,1.102,-6.897,-5.432,1.648
-0.048,0.144,1.093,-5.127,-3.723,-0.793
-0.063,0.162,1.083,-4.028,-1.465,-3.113
-0.078,0.177,1.083,-3.235,1.404,-5.554
-0.089,0.187,1.083,-1.953,4.272,-7.263
-0.099,0.200,1.072,-0.122,5.859,-8.362
-0.108,0.219,1.054,1.892,6.897,-9.216
-0.115,0.237,1.034,3.113,7.629,-9.827
-0.124,0.251,1.012,3.174,7.812,-9.827
-0.137,0.263,0.997,2.747,7.324,-10.132
-0.150,0.270,0.985,2.380,6.897,-9.888
-0.164,0.275,0.985,2.197,6.348,-8.301
-0.173,0.281,0.986,2.991,5.676,-6.226
-0.179,0.282,0.981,4.089,4.639,-3.906
-0.181,0.282,0.965,4.822,2.625,-2.014
-0.174,0.280,0.949,5.432,1.160,-0.366
-0.160,0.275,0.933,5.737,0.305,1.099
-0.148,0.274,0.916,5.554,0.061,1.892
-0.130,0.274,0.908,5.127,0.305,2.563
-0.115,0.278,0.899,4.395,0.427,2.625
-0.111,0.282,0.901,3.418,0.732,2.014
-0.109,0.283,0.906,2.930,1.892,0.916
-0.108,0.282,0.916,2.869,3.418,0.549
-0.108,0.280,0.923,3.357,3.784,0.549
-0.111,0.275,0.930,3.906,3.296,0.977
-0.107,0.272,0.934,4.517,2.136,2.258
-0.103,0.265,0.931,5.249,0.610,3.357
-0.094,0.264,0.927,6.226,-1.160,3.967
-0.086,0.265,0.917,7.263,-2.319,4.761
-0.078,0.263,0.907,7.690,-3.113,5.005
-0.073,0.267,0.894,7.751,-3.418,4.517
-0.074,0.264,0.888,6.836,-3.479,4.150
-0.076,0.269,0.890,5.798,-3.418,3.357
-0.078,0.267,0.898,4.517,-3.174,2.808
-0.083,0.266,0.905,3.784,-2.991,1.770
-0.088,0.265,0.912,3.479,-2.930,1.160
-0.094,0.264,0.918,3.235,-2.502,0.488
-0.098,0.264,0.917,3.052,-1.953,0.244
-0.104,0.266,0.919,2.686,-1.770,-0.122
-0.109,0.270,0.923,2.319,-1.892,-0.122
-0.112,0.272,0.930,2.258,-2.014,0.610
-0.105,0.274,0.932,2.258,-2.136,1.221
-0.100,0.265,0.934,1.709,-2.625,1.709
-0.096,0.263,0.937,1.160,-3.113,1.831
-0.089,0.262,0.941,1.404,-2.686,1.587
-0.089,0.262,0.942,1.648,-2.258,1.282
-0.087,0.264,0.938,2.014,-2.197,0.793
-0.090,0.261,0.934,1.709,-1.648,-0.366
-0.099,0.262,0.935,1.587,-1.099,-1.160
-0.107,0.266,0.939,1.587,-0.488,-1.404
-0.117,0.267,0.945,1.709,-0.427,-1.648
-0.128,0.268,0.946,2.197,-0.732,-1.831
-0.132,0.270,0.942,2.747,-1.160,-1.831
-0.139,0.270,0.938,3.235,-1.160,-1.587
-0.144,0.272,0.932,3.418,-1.099,-1.160
-0.149,0.272,0.926,3.540,-0.671,-0.183
-0.147,0.269,0.925,3.601,-0.732,0.793
-0.143,0.267,0.922,3.174,-1.709,1.221
-0.139,0.261,0.920,2.747,-2.563,1.465
-0.131,0.260,0.919,2.197,-3.052,2.075

-0.595,1.640,0.497,-31.921,-56.824,-66.833
-0.718,1.628,0.568,-34.119,-42.664,-69.519
