aX,aY,aZ,gX,gY,gZ
0.398,-0.357,0.755,199.097,-115.112,-269.836
0.368,-0.398,0.682,206.055,-117.310,-277.283
0.333,-0.431,0.612,210.693,-118.347,-287.842
0.313,-0.452,0.546,212.341,-118.774,-299.377
0.277,-0.399,0.470,210.022,-120.605,-311.279
0.249,-0.344,0.422,203.796,-123.840,-321.106
0.207,-0.238,0.376,187.561,-128.174,-327.881
0.104,-0.140,0.292,161.194,-132.507,-330.383
0.016,-0.085,0.220,140.381,-140.686,-329.224
-0.066,-0.036,0.174,130.554,-152.222,-325.256
-0.129,0.013,0.130,127.197,-165.588,-315.918
-0.187,0.041,0.069,127.869,-179.749,-302.917
-0.223,0.022,0.001,130.737,-192.627,-289.917
-0.245,-0.016,-0.065,133.362,-201.111,-279.907
-0.256,-0.052,-0.120,135.376,-203.430,-272.461
-0.260,-0.071,-0.159,138.245,-198.120,-266.357
-0.269,-0.073,-0.180,142.639,-184.692,-261.536
-0.285,-0.059,-0.198,145.630,-165.466,-256.714
-0.311,-0.040,-0.195,148.560,-144.226,-251.404
-0.346,-0.017,-0.168,152.710,-125.427,-245.728
-0.375,0.011,-0.144,156.250,-110.779,-240.234
-0.392,0.046,-0.125,157.288,-101.440,-236.633
-0.404,0.087,-0.114,155.029,-98.572,-236.755
-0.407,0.116,-0.123,148.376,-102.661,-239.868
-0.397,0.136,-0.159,138.489,-111.694,-245.178
-0.372,0.156,-0.199,129.272,-121.521,-250.916
-0.358,0.194,-0.237,123.047,-128.113,-255.310
-0.342,0.232,-0.283,120.178,-129.700,-258.850
-0.329,0.265,-0.315,121.582,-125.732,-262.024
-0.341,0.349,-0.340,123.962,-117.188,-264.404
-0.350,0.426,-0.313,132.446,-105.530,-265.930
-0.348,0.523,-0.266,148.315,-91.614,-265.137
-0.368,0.573,-0.230,167.603,-78.491,-264.282
-0.378,0.685,-0.113,165.100,-72.632,-262.756
-0.374,0.868,-0.032,159.241,-78.796,-255.371
-0.405,0.944,-0.065,183.044,-90.515,-255.737
-0.401,0.972,-0.193,207.703,-99.731,-262.695
-0.372,1.030,-0.262,210.937,-105.103,-264.832
-0.366,1.121,-0.281,208.862,-103.149,-259.399
-0.350,1.184,-0.290,207.642,-91.675,-250.183
-0.355,1.226,-0.296,208.435,-72.449,-237.427
-0.341,1.258,-0.286,208.130,-51.697,-221.436
-0.315,1.285,-0.270,205.688,-35.583,-205.566
-0.292,1.297,-0.275,196.838,-27.954,-194.946
-0.271,1.304,-0.288,180.725,-26.733,-189.392
-0.269,1.312,-0.283,165.588,-26.733,-186.462
-0.277,1.329,-0.276,158.447,-24.048,-183.350
-0.292,1.361,-0.243,158.936,-17.944,-179.077
-0.314,1.402,-0.188,163.879,-9.583,-174.500
-0.339,1.444,-0.137,168.884,-1.465,-169.312
-0.371,1.494,-0.075,171.387,4.883,-164.551
-0.389,1.553,-0.029,169.189,8.179,-160.156
-0.395,1.615,-0.002,160.767,7.202,-155.884
-0.421,1.666,-0.016,145.569,2.747,-150.757
-0.444,1.720,-0.049,128.601,-2.502,-144.043
-0.467,1.739,-0.105,114.380,-6.653,-135.315
-0.479,1.764,-0.160,100.952,-9.583,-123.535
-0.489,1.773,-0.205,90.088,-9.277,-109.741
-0.490,1.776,-0.241,81.970,-5.798,-94.482
-0.508,1.800,-0.251,75.317,-0.427,-79.895
-0.585,1.929,-0.272,67.749,4.761,-67.322
-0.934,2.265,-0.340,55.786,2.869,-60.791
-1.131,2.621,-0.354,38.513,-17.517,-55.420
-1.026,2.720,-0.300,10.986,-42.725,-35.400
-0.822,2.484,-0.193,-7.690,-47.058,3.113
-0.584,2.044,-0.158,-12.268,-25.391,55.969
-0.481,1.523,-0.214,-8.606,7.568,100.464
-0.417,1.138,-0.230,-0.061,32.715,117.126
-0.410,0.803,-0.182,4.150,45.227,105.713
-0.452,0.665,-0.143,-2.686,49.866,82.336
-0.432,0.529,-0.050,-6.653,42.480,50.781
-0.398,0.502,0.054,-8.545,30.151,21.667
-0.351,0.547,0.127,-9.094,18.738,-1.770
-0.365,0.635,0.171,-9.949,12.024,-21.057
-0.395,0.733,0.197,-9.644,6.714,-37.659
-0.408,0.845,0.201,-8.057,0.610,-46.875
-0.437,0.938,0.178,-5.981,-5.066,-47.913
-0.440,1.001,0.135,-2.563,-9.277,-42.053
-0.425,1.038,0.079,1.099,-11.780,-30.457
-0.394,1.037,0.042,4.822,-12.207,-16.479
-0.355,1.002,0.010,9.033,-10.986,-4.089
-0.316,0.952,-0.016,9.949,-9.216,5.493
-0.289,0.892,-0.024,8.972,-6.714,11.902
-0.268,0.837,-0.024,7.019,-4.211,15.320
-0.248,0.795,-0.015,4.333,-2.625,16.052
-0.237,0.764,-0.001,1.343,-1.526,14.709
-0.236,0.748,0.027,-0.793,-0.854,11.169
-0.241,0.744,0.050,-0.977,-0.793,6.348
-0.256,0.764,0.052,0.122,-1.953,1.526
-0.273,0.799,0.034,0.854,-3.784,-1.953
-0.282,0.826,0.010,0.061,-5.737,-3.845
-0.281,0.844,-0.008,-0.793,-7.019,-4.883
-0.277,0.856,-0.029,-0.977,-6.775,-4.578
-0.276,0.873,-0.052,-0.366,-5.554,-4.028
-0.278,0.890,-0.076,0.000,-3.784,-3.479
-0.280,0.906,-0.092,0.732,-1.831,-3.113
-0.290,0.924,-0.088,2.136,0.305,-3.357
-0.303,0.940,-0.084,4.211,2.197,-3.601
-0.321,0.965,-0.071,6.042,3.723,-3.357
-0.344,0.990,-0.052,6.592,5.005,-3.113
-0.364,1.013,-0.031,6.104,5.371,-2.625
-0.380,1.031,-0.011,5.737,4.517,-1.892
-0.393,1.039,0.000,5.005,3.235,-0.671
-0.400,1.034,0.001,3.906,2.197,1.343
-0.399,1.013,0.002,2.808,1.892,3.845
-0.391,0.986,0.011,2.563,2.319,5.981
-0.381,0.959,0.018,2.747,2.686,7.080
-0.377,0.942,0.021,1.892,2.563,7.080
-0.380,0.919,0.026,0.183,1.526,5.554
-0.372,0.902,0.036,-1.709,-0.183,3.296

-0.786,1.792,-0.277,-114.075,-90.332,23.254
-0.841,1.888,-0.355,-127.625,-95.215,42.358
-0.824,1.933,-0.408,-140.320,-95.764,65.796
-0.771,1.928,-0.450,-155.090,-89.783,89.294
-0.744,1.880,-0.473,-169.861,-79.590,110.596
-0.743,1.814,-0.508,-187.500,-70.557,127.502
-0.728,1.769,-0.543,-206.177,-63.293,137.451
-0.725,1.775,-0.574,-225.891,-57.678,148.132
-0.739,1.776,-0.588,-250.732,-53.528,163.879
-0.754,1.759,-0.621,-282.715,-48.767,183.228
-0.753,1.729,-0.620,-314.026,-41.687,203.125
-0.792,1.660,-0.637,-339.783,-33.386,222.168
-0.770,1.632,-0.662,-358.032,-22.278,235.718
-0.736,1.589,-0.649,-367.676,-4.761,252.319
-0.725,1.528,-0.652,-371.094,14.832,271.912
-0.696,1.430,-0.686,-368.835,35.767,287.354
-0.684,1.370,-0.702,-365.173,58.594,298.767
-0.676,1.260,-0.700,-363.403,76.965,308.228
-0.651,1.171,-0.731,-364.075,91.797,314.148
-0.637,1.093,-0.715,-368.958,104.614,318.970
-0.638,0.996,-0.736,-372.314,115.112,321.838
-0.613,0.926,-0.803,-368.530,128.540,322.144
-0.633,0.855,-0.792,-357.666,144.653,324.890
-0.637,0.752,-0.745,-338.379,158.936,329.407
-0.626,0.601,-0.727,-316.223,172.791,331.543
-0.593,0.478,-0.665,-299.072,181.763,327.393
-0.604,0.401,-0.635,-284.729,182.861,319.275
-0.615,0.337,-0.650,-272.095,179.321,310.242
-0.549,0.300,-0.687,-262.573,175.781,299.805
-0.467,0.291,-0.704,-257.385,178.345,292.358
-0.381,0.284,-0.713,-255.676,186.768,288.818
-0.278,0.243,-0.706,-258.057,197.693,286.255
-0.208,0.163,-0.650,-260.559,208.130,281.677
-0.143,0.081,-0.558,-261.536,213.135,274.231
-0.089,0.021,-0.502,-259.338,213.257,263.977
-0.033,0.003,-0.466,-253.967,210.205,255.066
0.040,-0.028,-0.457,-249.817,208.191,248.596
0.123,-0.024,-0.466,-249.084,208.984,240.601
0.170,-0.059,-0.426,-253.784,213.501,231.262
0.241,-0.034,-0.376,-257.263,215.515,216.492
0.291,0.022,-0.373,-254.395,221.863,207.336
0.333,0.065,-0.362,-254.089,232.666,204.041
0.363,0.100,-0.311,-251.160,240.662,204.834
0.381,0.145,-0.248,-246.521,243.530,205.872
0.388,0.171,-0.181,-245.850,242.187,205.078
0.392,0.165,-0.096,-244.812,235.535,204.041
0.421,0.174,-0.005,-240.906,225.281,202.271
0.458,0.170,0.041,-242.126,215.698,201.355
0.522,0.153,0.106,-245.544,207.397,199.463
0.612,0.132,0.192,-247.620,199.402,194.580
0.709,0.083,0.271,-247.437,194.946,191.223
0.863,0.059,0.385,-242.920,190.918,188.721
1.048,0.113,0.502,-233.582,179.443,181.274
1.214,0.154,0.587,-222.229,168.396,176.147
1.415,0.206,0.680,-203.796,160.645,175.049
1.606,0.208,0.732,-172.302,157.654,177.795
1.759,0.090,0.891,-146.790,150.208,169.556
1.916,0.011,1.131,-132.874,126.343,142.517
1.946,-0.136,1.315,-114.746,102.417,118.164
1.938,-0.282,1.455,-97.839,84.778,97.534
1.916,-0.358,1.514,-78.064,70.862,78.308
1.815,-0.404,1.464,-56.519,60.059,58.411
1.686,-0.401,1.358,-42.664,47.852,39.368
1.481,-0.367,1.275,-37.598,31.250,19.531
1.267,-0.311,1.217,-30.518,11.658,0.366
1.029,-0.236,1.119,-28.748,-3.479,-15.259
0.823,-0.170,1.019,-23.437,-17.456,-25.879
0.600,-0.134,0.911,-12.390,-29.419,-30.701
0.411,-0.117,0.797,-6.653,-36.499,-30.151
0.242,-0.121,0.702,-6.836,-40.283,-27.039
0.091,-0.171,0.639,-8.667,-40.833,-21.484
0.012,-0.224,0.607,-7.385,-38.208,-13.550
0.018,-0.288,0.593,-0.488,-32.410,-5.676
0.055,-0.350,0.581,6.104,-24.414,0.549
0.125,-0.405,0.614,10.437,-17.456,4.089
0.224,-0.430,0.683,12.695,-13.367,4.700
0.303,-0.465,0.749,12.695,-8.911,5.798
0.381,-0.481,0.809,13.611,-6.592,7.935
0.448,-0.489,0.870,15.991,-7.202,9.888
0.497,-0.496,0.912,17.273,-9.949,11.963
0.532,-0.520,0.937,17.761,-14.587,13.184
0.568,-0.545,0.938,16.663,-18.921,13.123
0.578,-0.558,0.920,15.198,-21.851,10.742
0.582,-0.552,0.906,14.771,-22.522,7.751
0.565,-0.546,0.887,13.916,-20.020,4.089
0.526,-0.529,0.875,12.878,-15.625,0.305
0.485,-0.496,0.869,13.062,-10.986,-3.113
0.419,-0.459,0.870,12.695,-5.737,-5.615
0.361,-0.423,0.886,11.719,-1.648,-7.324
0.309,-0.407,0.905,10.803,1.221,-8.301
0.261,-0.401,0.915,11.414,2.930,-8.545
0.240,-0.393,0.915,14.160,1.709,-7.751
0.242,-0.406,0.920,16.907,-0.793,-6.287
0.262,-0.410,0.909,18.005,-3.418,-5.066
0.284,-0.422,0.891,17.822,-5.493,-4.578
0.306,-0.436,0.862,17.334,-6.592,-5.005
0.329,-0.451,0.840,18.250,-6.409,-5.676
0.351,-0.460,0.821,20.813,-5.310,-6.531
0.355,-0.456,0.794,21.912,-4.272,-6.958
0.362,-0.452,0.762,20.996,-3.967,-7.568
0.369,-0.449,0.724,19.775,-3.967,-8.240
0.364,-0.456,0.703,18.311,-3.784,-8.789
0.373,-0.462,0.696,17.944,-2.808,-8.972
0.373,-0.471,0.701,17.944,-1.038,-9.583
0.382,-0.488,0.718,18.311,0.977,-10.071
0.388,-0.501,0.743,19.165,3.296,-10.315
0.399,-0.523,0.771,21.118,4.822,-10.742
0.414,-0.524,0.802,24.231,4.822,-11.963
0.444,-0.536,0.830,28.442,3.479,-13.794
0.479,-0.547,0.856,33.752,0.671,-16.357
0.515,-0.548,0.878,39.490,-2.808,-18.982
0.549,-0.562,0.883,45.288,-6.348,-22.034
0.589,-0.581,0.882,51.331,-9.827,-25.574
0.617,-0.607,0.883,59.570,-13.000,-31.555
0.644,-0.626,0.889,69.641,-15.930,-38.635
0.647,-0.651,0.893,82.153,-18.250,-45.898
0.652,-0.676,0.885,97.107,-21.118,-53.955
0.668,-0.700,0.890,113.342,-26.672,-64.087
0.679,-0.699,0.872,126.282,-32.471,-76.233

-0.559,1.970,-0.290,154.358,-15.747,-128.906
-0.592,2.016,-0.334,139.160,-12.024,-115.662
-0.607,2.029,-0.387,121.948,-9.216,-102.295
-0.622,2.041,-0.461,105.530,-6.836,-88.684
-0.656,2.086,-0.513,89.661,-4.272,-74.158
-0.685,2.133,-0.570,74.524,-0.366,-57.007
-0.779,2.218,-0.583,59.326,5.188,-35.400
-0.894,2.314,-0.559,46.509,4.822,-15.564
-0.864,2.248,-0.470,27.466,-0.488,2.869
-0.717,1.952,-0.300,8.667,0.854,27.161
-0.546,1.571,-0.199,-1.526,16.479,55.359
-0.485,1.250,-0.230,-5.615,35.828,74.280
-0.425,1.048,-0.206,-3.845,39.673,72.266
-0.398,0.936,-0.166,-12.268,30.945,52.429
-0.429,0.879,-0.097,-28.503,18.005,27.344
-0.432,0.840,-0.032,-37.476,7.690,10.010
-0.442,0.807,0.024,-33.508,2.625,3.784
-0.440,0.780,0.037,-23.437,1.953,7.812
-0.411,0.755,0.028,-13.733,1.831,15.259
-0.378,0.742,0.016,-7.935,0.122,19.775
-0.338,0.733,-0.005,-6.897,-2.686,20.203
-0.309,0.724,-0.026,-8.606,-6.714,16.663
-0.284,0.719,-0.044,-10.803,-10.315,10.986
-0.265,0.725,-0.064,-11.780,-11.658,6.287
-0.262,0.734,-0.082,-10.742,-10.437,3.601
-0.261,0.751,-0.094,-8.484,-7.690,2.136
-0.264,0.767,-0.097,-5.371,-4.883,1.770
-0.272,0.784,-0.110,-2.625,-2.747,2.686
-0.279,0.789,-0.127,-1.709,-1.892,3.418
-0.279,0.790,-0.142,-1.953,-1.038,3.906
-0.264,0.791,-0.146,-2.563,-0.549,4.211
-0.251,0.800,-0.141,-2.441,-0.488,4.028
-0.253,0.801,-0.152,-2.075,-1.465,4.944
-0.254,0.803,-0.174,-2.441,-1.831,4.517
-0.257,0.809,-0.175,-1.709,-0.366,3.845
-0.268,0.816,-0.170,1.465,2.686,3.113
-0.285,0.835,-0.170,4.883,5.432,1.892
-0.308,0.852,-0.171,8.118,6.653,-0.488
-0.320,0.876,-0.175,9.460,7.080,-2.197
-0.336,0.895,-0.171,8.728,6.531,-4.028
-0.347,0.912,-0.170,7.690,5.737,-5.371
-0.356,0.931,-0.171,7.263,5.127,-5.554
-0.369,0.949,-0.183,7.507,5.859,-5.188
-0.375,0.963,-0.189,7.996,7.812,-4.150
-0.381,0.973,-0.182,8.301,9.033,-3.235
-0.391,0.980,-0.170,7.935,10.071,-2.991
-0.398,0.987,-0.150,7.263,10.742,-3.113
-0.404,0.998,-0.128,6.470,10.315,-2.991
-0.417,0.999,-0.116,5.981,8.972,-3.601
-0.421,0.999,-0.117,5.859,7.385,-3.662
-0.422,0.996,-0.120,5.432,5.615,-2.869
-0.415,0.990,-0.120,4.395,4.700,-1.892
-0.408,0.980,-0.117,3.784,4.761,-0.061
-0.398,0.963,-0.114,3.235,4.761,2.197
-0.390,0.946,-0.110,2.441,4.822,4.150
-0.381,0.927,-0.102,2.075,4.456,6.226
-0.368,0.909,-0.099,1.465,3.540,7.141
-0.354,0.891,-0.104,0.977,2.380,6.897
-0.342,0.879,-0.113,0.916,1.038,6.042
-0.340,0.872,-0.123,1.282,-0.061,5.188
-0.335,0.871,-0.131,1.953,-0.671,4.211
-0.326,0.868,-0.136,1.587,-1.160,3.052
-0.317,0.868,-0.141,0.916,-1.465,1.831
-0.317,0.871,-0.151,0.793,-0.916,1.221
-0.319,0.871,-0.160,1.465,0.061,1.038
-0.323,0.879,-0.159,2.441,1.404,0.977
-0.327,0.885,-0.156,3.296,2.563,0.793
-0.332,0.894,-0.154,3.662,3.235,0.366
-0.341,0.903,-0.150,3.723,3.418,-0.061
-0.346,0.908,-0.150,3.906,3.296,-0.549
-0.352,0.915,-0.150,3.906,3.906,-0.854
-0.359,0.924,-0.144,4.333,5.066,-0.305
-0.360,0.931,-0.137,4.639,5.981,0.671
-0.366,0.934,-0.132,3.784,6.226,1.343
-0.372,0.933,-0.126,2.502,5.981,1.526
-0.375,0.931,-0.118,1.587,5.615,1.892
-0.379,0.924,-0.105,1.343,5.493,2.380
-0.381,0.920,-0.101,1.587,5.127,2.502
-0.384,0.921,-0.103,2.014,4.089,2.563
-0.388,0.919,-0.110,1.465,2.869,2.441
-0.383,0.918,-0.118,0.244,1.648,2.441
-0.383,0.912,-0.119,-1.038,0.916,2.136
-0.384,0.911,-0.115,-1.343,1.282,2.625
-0.385,0.905,-0.115,-0.732,2.258,2.991
-0.378,0.902,-0.112,-0.305,2.502,3.357
-0.377,0.900,-0.107,-0.488,2.380,3.296
-0.378,0.902,-0.109,-0.977,2.075,3.540
-0.381,0.899,-0.106,-1.709,0.671,2.747
-0.382,0.904,-0.107,-3.052,-1.160,2.075
-0.391,0.910,-0.111,-4.028,-2.197,1.404
-0.395,0.927,-0.111,-4.456,-2.991,0.977
-0.410,0.946,-0.114,-5.310,-4.150,1.160
-0.417,0.958,-0.123,-8.240,-6.287,1.587
-0.419,0.974,-0.131,-11.780,-8.667,1.404
-0.422,1.009,-0.139,-15.015,-10.681,1.404
-0.444,1.061,-0.151,-18.677,-13.184,2.197
-0.472,1.127,-0.164,-23.437,-16.357,2.869
-0.508,1.204,-0.208,-31.433,-20.264,3.784
-0.571,1.310,-0.250,-42.358,-26.733,6.104
-0.665,1.408,-0.315,-59.631,-34.424,9.277
-0.746,1.554,-0.397,-81.665,-39.124,17.273
-0.797,1.698,-0.461,-104.858,-41.565,33.752
-0.827,1.821,-0.506,-132.141,-41.931,61.951
-0.860,1.767,-0.570,-162.231,-40.649,92.224
-0.820,1.721,-0.632,-190.063,-36.926,109.253
-0.761,1.677,-0.638,-207.947,-32.776,127.136
-0.751,1.621,-0.645,-220.703,-27.283,144.165
-0.746,1.600,-0.674,-230.896,-20.020,159.973
-0.795,1.567,-0.721,-240.723,-12.878,177.673
-0.855,1.522,-0.777,-254.272,-2.319,193.176
-0.896,1.470,-0.818,-265.564,11.841,201.965
-0.912,1.442,-0.844,-268.127,26.062,215.393
-0.923,1.455,-0.838,-267.944,38.086,233.459
-0.910,1.413,-0.833,-270.813,48.584,253.052
-0.879,1.315,-0.803,-275.513,59.875,265.747
-0.895,1.240,-0.778,-284.302,67.627,272.156
-0.937,1.157,-0.792,-292.297,70.190,275.085
-0.948,1.145,-0.824,-294.983,72.266,274.597
-0.990,1.104,-0.878,-293.945,78.186,277.954

-0.938,1.026,-0.934,-283.020,103.333,286.072
-0.936,0.973,-0.962,-277.527,117.126,293.213
-0.900,0.902,-1.009,-273.926,130.493,297.546
-0.885,0.860,-1.004,-270.874,146.057,299.377
-0.909,0.826,-0.953,-270.081,159.058,303.345
-0.880,0.751,-0.915,-271.118,167.786,307.495
-0.820,0.673,-0.865,-271.301,175.659,307.922
-0.784,0.599,-0.811,-271.301,183.411,307.434
-0.768,0.528,-0.720,-270.264,189.331,304.565
-0.769,0.464,-0.659,-265.076,190.674,300.110
-0.748,0.457,-0.634,-258.057,189.453,295.898
-0.741,0.450,-0.625,-253.418,185.547,292.603
-0.703,0.444,-0.633,-248.718,180.969,290.771
-0.632,0.455,-0.659,-245.972,179.321,289.978
-0.530,0.448,-0.675,-243.652,182.556,291.626
-0.409,0.426,-0.676,-243.958,191.162,292.908
-0.286,0.351,-0.642,-249.146,201.294,292.358
-0.162,0.269,-0.547,-250.793,210.388,290.771
-0.050,0.213,-0.458,-248.962,218.811,287.048
0.038,0.173,-0.386,-247.070,225.159,280.945
0.129,0.147,-0.318,-241.638,228.699,274.719
0.214,0.146,-0.289,-235.474,230.164,269.714
0.318,0.141,-0.260,-231.812,229.980,264.893
0.434,0.151,-0.227,-229.431,229.187,258.423
0.542,0.133,-0.176,-226.013,232.056,254.578
0.671,0.128,-0.103,-219.543,235.107,249.146
0.766,0.115,-0.027,-213.135,236.572,243.103
0.875,0.130,0.070,-206.665,233.582,236.389
0.975,0.114,0.177,-201.050,226.135,228.760
1.079,0.073,0.309,-198.303,214.050,219.482
1.185,0.013,0.462,-193.848,197.144,206.848
1.264,-0.026,0.540,-187.500,177.795,195.496
1.333,-0.153,0.632,-180.420,159.180,187.012
1.378,-0.214,0.706,-169.617,137.573,170.898
1.329,-0.259,0.692,-152.466,121.765,162.720
1.243,-0.240,0.670,-132.141,107.544,156.250
1.177,-0.230,0.630,-108.398,94.177,147.339
1.096,-0.203,0.540,-84.961,82.031,139.709
1.039,-0.115,0.410,-74.158,68.787,130.371
0.971,-0.011,0.331,-86.182,51.270,112.183
0.945,0.046,0.420,-106.812,31.616,90.881
0.956,0.046,0.539,-118.225,19.653,78.613
0.965,-0.005,0.688,-115.417,17.212,74.402
0.957,-0.053,0.799,-105.469,15.747,67.932
0.937,-0.078,0.892,-92.773,15.259,57.861
0.911,-0.078,0.948,-77.637,17.090,48.035
0.884,-0.062,1.027,-65.186,20.508,41.077
0.871,-0.067,1.116,-52.246,20.813,36.926
0.840,-0.101,1.204,-39.063,17.883,33.630
0.821,-0.147,1.275,-26.062,12.146,30.518
0.815,-0.195,1.286,-14.038,4.395,28.320
0.816,-0.239,1.262,-4.944,-5.676,24.414
0.811,-0.303,1.227,3.479,-14.893,19.958
0.793,-0.359,1.172,12.207,-22.095,15.076
0.764,-0.402,1.111,21.606,-27.405,11.292
0.728,-0.434,1.042,29.968,-30.090,6.653
0.662,-0.457,0.969,36.499,-30.701,3.296
0.607,-0.481,0.889,40.894,-30.090,0.671
0.545,-0.499,0.820,41.870,-29.846,-1.404
0.477,-0.510,0.756,39.978,-29.114,-2.502
0.432,-0.500,0.690,35.889,-27.222,-2.258
0.395,-0.516,0.663,30.457,-23.621,-1.892
0.376,-0.562,0.670,24.841,-17.761,-1.587
0.351,-0.583,0.685,22.339,-11.108,-1.770
0.346,-0.559,0.713,20.264,-5.188,-2.075
0.343,-0.541,0.748,17.578,-0.549,-2.197
0.358,-0.536,0.792,15.747,3.662,-2.014
0.393,-0.522,0.849,17.273,7.385,-1.770
0.438,-0.511,0.903,19.226,10.254,-1.770
0.473,-0.505,0.955,20.874,11.780,-2.136
0.465,-0.496,1.001,23.437,11.536,-2.136
0.451,-0.458,0.999,27.405,10.193,-1.953
0.418,-0.417,0.970,29.175,8.667,-2.136
0.385,-0.414,0.939,28.564,7.324,-2.502
0.371,-0.441,0.926,28.748,6.226,-2.625
0.360,-0.463,0.890,29.236,5.676,-2.380
0.350,-0.471,0.835,30.334,4.761,-2.258
0.347,-0.470,0.767,31.189,4.211,-2.197
0.352,-0.475,0.711,31.006,4.150,-2.441
0.339,-0.492,0.672,29.602,4.578,-2.380
0.354,-0.517,0.640,27.954,4.333,-2.258
0.370,-0.539,0.600,24.475,3.540,-2.625
0.372,-0.534,0.572,21.057,3.540,-3.845
0.380,-0.529,0.552,18.616,4.761,-4.089
0.372,-0.546,0.553,16.296,6.409,-3.784
0.377,-0.556,0.558,13.794,6.348,-3.662
0.396,-0.562,0.577,11.414,4.883,-4.578
0.403,-0.573,0.608,8.972,3.418,-6.226
0.398,-0.578,0.643,7.935,2.502,-6.409
0.398,-0.556,0.655,7.629,1.099,-6.165
0.411,-0.534,0.666,7.263,-0.549,-5.981
0.431,-0.541,0.683,6.287,-1.587,-5.920
0.456,-0.543,0.706,6.531,-1.526,-5.737
0.472,-0.558,0.725,6.775,-0.488,-5.737
0.479,-0.573,0.749,7.080,0.305,-6.104
0.486,-0.592,0.769,8.057,0.183,-6.836
0.491,-0.610,0.788,9.705,-0.427,-8.423
0.500,-0.612,0.799,12.756,-0.977,-9.338
0.509,-0.607,0.805,13.672,-1.953,-11.658
0.501,-0.606,0.819,14.709,-3.479,-13.916
0.513,-0.600,0.814,18.250,-4.456,-14.526
0.547,-0.588,0.811,22.644,-4.639,-15.808
0.588,-0.594,0.823,26.611,-4.456,-17.761
0.642,-0.615,0.845,31.311,-4.150,-20.142
0.698,-0.636,0.869,37.170,-4.578,-24.414
0.782,-0.652,0.892,44.800,-6.226,-29.663
0.861,-0.665,0.909,52.185,-9.399,-36.072
0.965,-0.671,0.920,60.608,-13.428,-45.105
1.069,-0.659,0.915,70.068,-18.433,-56.763
1.144,-0.730,0.953,81.970,-25.085,-72.876
1.235,-0.742,0.967,93.018,-30.396,-88.318
1.271,-0.782,0.988,104.675,-35.400,-106.445
1.277,-0.798,0.986,113.892,-39.490,-126.526
1.257,-0.795,0.976,124.146,-44.922,-149.597
1.221,-0.781,0.957,135.254,-51.453,-172.424
1.195,-0.725,0.920,140.503,-56.335,-192.932
1.158,-0.598,0.841,138.855,-58.594,-210.144
1.078,-0.527,0.790,131.775,-60.669,-221.497
0.981,-0.490,0.748,126.343,-62.866,-229.553

-0.559,1.414,-0.569,192.505,-9.399,-161.804
-0.566,1.421,-0.545,187.439,-1.709,-153.015
-0.562,1.412,-0.527,181.091,5.432,-146.606
-0.550,1.407,-0.509,175.354,11.780,-142.212
-0.542,1.414,-0.471,172.363,17.090,-138.794
-0.548,1.417,-0.427,172.119,20.569,-137.146
-0.556,1.422,-0.393,171.143,22.888,-135.620
-0.560,1.449,-0.351,171.265,24.475,-132.141
-0.583,1.483,-0.309,171.265,23.437,-124.390
-0.608,1.499,-0.283,166.260,20.264,-114.929
-0.619,1.501,-0.271,156.433,17.334,-105.591
-0.615,1.513,-0.246,146.240,16.235,-97.107
-0.625,1.545,-0.217,137.939,17.639,-89.111
-0.609,1.557,-0.198,128.845,20.203,-81.116
-0.887,1.929,-0.459,115.173,20.325,-76.233
-1.516,2.623,-0.815,85.144,-5.249,-82.153
-1.686,3.217,-0.939,39.063,-63.904,-81.421
-1.338,3.170,-0.751,-8.850,-105.225,-48.401
-0.672,2.564,-0.533,-32.837,-85.266,19.836
-0.236,1.786,-0.375,-26.489,-15.930,104.858
-0.223,1.123,-0.437,-10.315,62.866,169.189
-0.259,0.634,-0.397,5.737,102.661,174.377
-0.386,0.374,-0.286,12.817,103.333,141.052
-0.443,0.284,-0.148,8.728,89.111,95.032
-0.447,0.277,-0.023,7.019,68.848,51.331
-0.443,0.348,0.068,9.033,45.654,16.479
-0.457,0.472,0.112,12.451,22.217,-12.390
-0.491,0.642,0.093,12.146,0.488,-39.246
-0.509,0.817,0.025,5.920,-16.968,-60.852
-0.509,0.971,-0.065,-2.075,-28.687,-71.838
-0.494,1.079,-0.154,-6.714,-31.860,-70.923
-0.463,1.150,-0.239,-7.263,-27.222,-60.242
-0.420,1.141,-0.283,-4.272,-16.968,-45.227
-0.385,1.085,-0.282,0.549,-5.066,-29.480
-0.350,1.014,-0.268,5.066,5.554,-16.724
-0.337,0.948,-0.228,9.155,13.184,-6.592
-0.337,0.894,-0.168,12.878,18.982,1.770
-0.327,0.837,-0.120,16.968,23.254,9.521
-0.309,0.794,-0.093,20.142,24.231,15.442
-0.296,0.749,-0.083,20.630,21.057,17.090
-0.277,0.727,-0.083,18.921,15.869,15.381
-0.276,0.748,-0.097,14.526,9.155,12.146
-0.295,0.791,-0.134,7.080,1.709,6.775
-0.314,0.833,-0.173,-2.502,-3.662,0.244
-0.337,0.886,-0.203,-10.254,-6.409,-3.235
-0.363,0.929,-0.218,-14.221,-6.470,-3.479
-0.382,0.971,-0.227,-14.771,-4.822,-0.854
-0.389,0.984,-0.232,-14.282,-2.197,4.456
-0.393,0.974,-0.233,-13.977,0.732,9.949
-0.395,0.940,-0.217,-12.451,3.906,14.099
-0.396,0.904,-0.199,-8.362,7.385,17.517
