aX,aY,aZ,gX,gY,gZ
-0.117,0.358,-0.200,-211.243,261.780,256.104
0.003,0.382,-0.175,-205.994,258.911,252.380
0.098,0.432,-0.146,-199.890,256.714,250.732
0.157,0.509,-0.128,-192.688,256.287,252.380
0.266,0.561,-0.093,-186.401,253.967,256.775
0.391,0.523,-0.029,-182.800,248.047,260.376
0.506,0.396,0.050,-176.086,241.211,262.756
0.659,0.281,0.111,-163.940,233.398,261.536
0.787,0.221,0.165,-154.724,224.731,254.578
0.891,0.175,0.215,-150.269,217.896,246.582
0.974,0.155,0.276,-143.188,210.266,236.572
1.037,0.140,0.297,-138.916,201.111,224.976
1.131,0.157,0.328,-132.385,188.232,215.149
1.218,0.172,0.355,-126.343,174.744,207.520
1.287,0.157,0.368,-119.324,160.828,198.792
1.360,0.104,0.416,-111.389,145.325,189.514
1.403,0.022,0.502,-101.501,128.540,177.368
1.422,-0.055,0.550,-85.876,112.244,167.664
1.415,-0.073,0.512,-70.740,95.154,156.250
1.372,-0.126,0.512,-58.594,76.965,141.602
1.363,-0.134,0.504,-47.180,60.059,125.305
1.419,-0.056,0.473,-38.513,45.166,111.328
1.455,-0.002,0.490,-35.767,31.555,97.046
1.419,0.044,0.492,-40.649,21.484,81.421
1.366,0.109,0.489,-45.288,15.198,68.237
1.315,0.142,0.530,-43.579,7.629,57.068
1.307,0.133,0.596,-40.833,0.549,46.814
1.305,0.063,0.719,-36.377,-4.761,38.269
1.328,-0.052,0.893,-28.503,-7.812,29.785
1.330,-0.212,1.072,-15.625,-8.728,19.226
1.295,-0.295,1.179,0.977,-9.705,6.531
1.194,-0.287,1.214,17.090,-13.123,-7.996
1.060,-0.234,1.221,29.053,-18.799,-22.156
0.891,-0.212,1.240,39.673,-25.818,-30.701
0.768,-0.187,1.180,46.814,-33.936,-32.471
0.652,-0.195,1.071,45.349,-44.495,-30.884
0.519,-0.277,0.982,40.466,-52.063,-27.771
0.406,-0.373,0.864,36.865,-52.002,-24.048
0.339,-0.427,0.761,35.583,-48.218,-20.142
0.255,-0.463,0.695,34.241,-41.748,-17.456
0.227,-0.495,0.690,33.630,-33.264,-14.282
0.217,-0.506,0.705,34.241,-23.743,-10.071
0.230,-0.500,0.732,33.447,-15.564,-4.272
0.281,-0.494,0.759,30.823,-12.268,0.427
0.368,-0.495,0.801,26.917,-11.353,5.188
0.445,-0.513,0.844,23.804,-9.521,9.766
0.512,-0.527,0.867,21.179,-7.996,12.939
0.588,-0.537,0.886,19.348,-7.996,14.099
0.659,-0.550,0.880,18.677,-7.690,12.939
0.714,-0.560,0.870,18.982,-5.920,9.399
0.719,-0.550,0.862,20.020,-1.831,4.150
0.667,-0.503,0.853,20.813,2.686,-1.526
0.551,-0.450,0.854,21.179,4.700,-6.104
0.448,-0.407,0.836,20.020,2.014,-7.935
0.365,-0.385,0.796,16.846,-3.052,-8.484
0.319,-0.387,0.759,13.794,-8.118,-6.958
0.306,-0.397,0.719,11.169,-10.986,-4.211
0.315,-0.392,0.685,9.155,-10.925,-2.441
0.330,-0.396,0.671,8.911,-8.423,-0.854
0.361,-0.392,0.679,9.033,-4.700,-0.183
0.389,-0.394,0.693,7.751,-1.038,-1.160
0.432,-0.404,0.710,6.836,2.625,-1.831
0.449,-0.434,0.751,6.592,4.944,-2.197
0.449,-0.443,0.772,7.385,5.798,-3.418
0.470,-0.426,0.756,9.216,5.066,-5.066
0.484,-0.426,0.760,10.132,3.784,-6.470
0.488,-0.439,0.786,11.658,1.953,-8.057
0.499,-0.445,0.801,14.648,0.122,-9.338
0.506,-0.432,0.791,17.456,-2.014,-11.169
0.501,-0.421,0.777,18.921,-4.272,-13.489
0.503,-0.421,0.774,21.179,-5.066,-14.709
0.515,-0.442,0.779,23.621,-5.310,-14.587
0.529,-0.475,0.786,24.902,-5.371,-14.465
0.551,-0.499,0.804,26.917,-5.310,-15.381
0.585,-0.502,0.836,29.907,-5.920,-17.212
0.618,-0.505,0.856,32.837,-7.019,-19.287
0.649,-0.500,0.875,37.109,-10.254,-21.912
0.693,-0.480,0.878,41.382,-15.198,-25.269
0.743,-0.484,0.884,45.898,-19.775,-28.748
0.797,-0.507,0.893,51.086,-23.376,-32.715
0.877,-0.502,0.912,59.875,-26.245,-37.842

1.168,-0.617,0.978,96.130,-35.156,-66.895
1.270,-0.614,0.980,109.497,-39.429,-82.397
1.344,-0.605,0.999,123.413,-43.152,-99.792
1.386,-0.559,1.028,137.024,-46.387,-118.958
1.396,-0.517,1.033,148.926,-51.819,-139.526
1.418,-0.477,1.037,157.349,-62.134,-161.377
1.409,-0.283,0.914,147.888,-73.547,-173.218
1.281,-0.291,0.753,131.958,-81.116,-178.223
1.183,-0.304,0.679,126.587,-88.562,-185.364
1.111,-0.323,0.609,127.747,-92.834,-193.848
1.019,-0.341,0.545,129.272,-94.849,-205.566
0.908,-0.318,0.516,131.409,-97.717,-218.140
0.775,-0.317,0.527,136.597,-101.013,-227.173
0.652,-0.312,0.548,146.301,-103.577,-236.694
0.554,-0.277,0.557,161.194,-106.628,-247.742
0.491,-0.196,0.550,177.673,-113.037,-260.498
0.476,-0.073,0.520,191.467,-122.620,-269.409
0.373,0.035,0.441,198.181,-133.362,-266.968
0.297,0.102,0.284,192.017,-141.418,-264.587
0.211,0.111,0.124,181.396,-146.301,-262.268
0.139,0.077,0.001,168.701,-145.142,-258.423
0.070,0.043,-0.088,157.104,-135.498,-254.150
-0.005,0.022,-0.125,151.062,-120.850,-250.305
-0.080,0.003,-0.114,149.231,-105.896,-248.474
-0.148,-0.027,-0.056,148.376,-96.008,-248.901
-0.221,-0.078,0.026,150.269,-92.896,-252.747
-0.288,-0.044,0.046,158.936,-97.778,-257.141
-0.317,0.043,0.039,172.485,-112.000,-260.254
-0.331,0.092,0.015,181.702,-132.202,-263.428
-0.322,0.095,-0.055,181.458,-155.151,-265.137
-0.273,0.089,-0.175,171.387,-174.500,-268.005
-0.232,0.049,-0.274,160.034,-183.472,-271.851
-0.224,0.023,-0.303,156.738,-181.702,-275.696
-0.256,0.062,-0.293,162.048,-172.119,-278.442
-0.311,0.150,-0.285,172.180,-161.743,-280.945
-0.360,0.237,-0.238,183.716,-156.555,-285.339
-0.406,0.309,-0.200,191.650,-157.227,-293.152
-0.425,0.345,-0.201,195.557,-164.307,-304.443
-0.429,0.389,-0.236,198.853,-179.993,-316.040
-0.393,0.402,-0.354,201.660,-199.036,-326.660
-0.318,0.484,-0.471,195.557,-211.731,-334.656
-0.269,0.580,-0.589,192.566,-215.088,-337.769
-0.248,0.703,-0.639,198.730,-208.435,-332.458
-0.306,0.829,-0.642,222.473,-193.481,-319.092
-0.370,0.948,-0.653,248.169,-174.438,-301.941
-0.423,1.040,-0.675,269.104,-156.006,-287.964
-0.436,1.129,-0.700,278.748,-138.855,-273.132
-0.492,1.130,-0.730,278.748,-121.765,-260.620
-0.530,1.221,-0.700,259.216,-107.300,-252.319
-0.596,1.341,-0.702,241.943,-98.267,-234.192
-0.655,1.396,-0.724,229.370,-94.910,-221.436
-0.661,1.424,-0.797,213.989,-85.938,-211.792
-0.704,1.485,-0.880,200.745,-67.993,-198.792
-0.778,1.535,-0.919,188.599,-47.363,-183.594
-0.815,1.546,-0.931,174.255,-28.381,-168.884
-0.826,1.528,-0.906,162.659,-10.925,-152.954
-0.814,1.486,-0.843,154.175,5.676,-136.719
-0.837,1.468,-0.751,145.874,19.043,-120.789
-0.891,1.433,-0.673,136.475,22.339,-107.910
-0.934,1.412,-0.616,121.033,16.479,-102.356
-0.957,1.402,-0.587,105.286,5.981,-98.328
-0.980,1.393,-0.584,95.886,-0.305,-93.567
-0.990,1.398,-0.580,91.309,-1.892,-88.074
-0.990,1.402,-0.587,89.111,-3.540,-82.275
-0.983,1.397,-0.616,85.449,-5.005,-75.867
-0.981,1.406,-0.649,80.261,-5.554,-68.481
-0.968,1.405,-0.682,72.693,-6.958,-58.960
-0.955,1.401,-0.718,61.584,-8.057,-50.781
-0.940,1.372,-0.766,48.035,-8.179,-42.603
-0.935,1.376,-0.812,32.837,-7.996,-35.461
-0.966,1.394,-0.844,22.095,-6.775,-28.748
-0.952,1.415,-0.829,12.878,-3.967,-19.775
-0.952,1.394,-0.809,5.249,1.709,-8.850
-0.948,1.351,-0.765,-1.831,8.850,0.916
-0.928,1.305,-0.715,-6.104,15.625,10.925
-0.887,1.237,-0.643,-8.972,19.287,18.066
-0.836,1.143,-0.586,-13.367,19.653,22.400
-0.797,1.071,-0.540,-18.921,17.578,24.048
-0.756,1.020,-0.503,-24.048,13.245,23.499
-0.713,0.970,-0.476,-28.931,7.935,22.339
-0.676,0.924,-0.456,-32.349,5.005,21.790
-0.646,0.889,-0.431,-31.982,4.822,22.400
-0.619,0.863,-0.406,-28.503,6.042,24.414
-0.590,0.835,-0.393,-23.804,7.996,27.405
-0.563,0.806,-0.388,-19.531,10.132,29.785
-0.534,0.784,-0.383,-17.029,12.024,31.067
-0.514,0.770,-0.369,-15.991,12.878,32.043
-0.501,0.751,-0.357,-16.541,11.902,33.081
-0.495,0.727,-0.344,-18.860,11.108,33.020
-0.485,0.707,-0.332,-21.362,10.254,32.898
-0.478,0.690,-0.316,-23.254,9.216,32.776
-0.468,0.662,-0.311,-24.780,8.850,32.837
-0.458,0.635,-0.314,-24.780,10.010,32.410
-0.451,0.611,-0.312,-23.193,10.925,31.982
-0.448,0.595,-0.306,-20.996,11.963,31.311
-0.455,0.583,-0.302,-19.165,12.207,30.518
-0.467,0.571,-0.298,-18.311,11.047,29.053
-0.469,0.551,-0.303,-18.921,8.972,26.306
-0.472,0.532,-0.301,-19.409,7.629,23.010
-0.473,0.524,-0.287,-18.860,6.653,21.057
-0.480,0.521,-0.277,-18.250,4.822,19.653
-0.486,0.506,-0.286,-18.555,2.686,16.785
-0.488,0.491,-0.297,-17.822,1.282,13.672
-0.486,0.481,-0.301,-15.442,-0.061,10.132
-0.486,0.481,-0.305,-11.719,-0.305,6.714
-0.490,0.491,-0.309,-6.958,-1.160,4.578
-0.498,0.499,-0.328,-3.418,-2.563,2.258
-0.506,0.506,-0.355,-1.831,-3.052,-0.671
-0.508,0.521,-0.369,0.549,-3.235,-2.808
-0.509,0.542,-0.377,3.540,-3.113,-5.493
-0.518,0.567,-0.383,6.592,-2.563,-8.301
-0.532,0.592,-0.391,9.521,-2.319,-10.742
-0.548,0.617,-0.403,11.292,-2.258,-12.146
-0.563,0.642,-0.411,12.207,-1.831,-13.245
-0.580,0.670,-0.410,12.817,-1.526,-14.099
-0.603,0.702,-0.405,14.221,-2.502,-13.306
-0.613,0.719,-0.408,14.526,-4.944,-12.085
-0.614,0.735,-0.425,13.306,-6.042,-12.207
-0.614,0.747,-0.444,11.780,-6.226,-12.024

-0.884,1.189,-0.839,-38.574,-9.155,23.743
-0.955,1.358,-0.967,-63.477,-5.310,42.480
-0.935,1.476,-1.080,-97.412,5.737,69.702
-0.922,1.494,-1.149,-141.113,23.193,100.342
-0.916,1.394,-1.128,-188.293,44.617,123.047
-1.013,1.341,-1.083,-230.469,61.584,141.479
-1.177,1.304,-1.042,-256.897,72.815,156.677
-1.324,1.249,-1.004,-265.076,78.918,168.152
-1.403,1.304,-1.025,-264.954,86.304,180.359
-1.466,1.239,-1.038,-264.648,95.459,202.393
-1.467,1.113,-1.019,-262.207,105.347,219.238
-1.489,0.970,-1.025,-262.024,110.413,227.539
-1.522,0.821,-0.998,-260.193,108.276,227.661
-1.518,0.740,-0.956,-250.610,100.708,224.792
-1.505,0.691,-0.959,-235.901,95.825,226.685
-1.487,0.627,-0.958,-222.839,93.079,232.422
-1.421,0.552,-0.938,-212.769,92.407,235.657
-1.385,0.505,-0.901,-204.956,93.628,235.657
-1.348,0.458,-0.840,-198.914,94.971,237.305
-1.300,0.424,-0.785,-193.054,95.825,237.793
-1.246,0.404,-0.773,-192.200,97.473,237.366
-1.190,0.382,-0.736,-196.045,98.328,236.694
-1.095,0.391,-0.719,-197.021,97.656,235.840
-1.004,0.336,-0.711,-197.571,101.074,239.441
-0.906,0.241,-0.675,-196.899,109.680,242.554
-0.827,0.174,-0.608,-194.885,120.300,241.028
-0.783,0.148,-0.582,-193.359,129.272,236.816
-0.755,0.138,-0.601,-191.711,135.254,235.352
-0.665,0.127,-0.625,-189.514,139.709,235.657
-0.553,0.139,-0.645,-193.542,146.606,232.971
-0.490,0.157,-0.645,-202.515,157.715,228.821
-0.474,0.119,-0.582,-207.397,170.959,226.807
-0.466,0.139,-0.514,-204.834,181.641,225.037
-0.444,0.183,-0.513,-203.796,189.636,225.586
-0.425,0.188,-0.533,-204.529,195.862,228.699
-0.359,0.198,-0.518,-204.285,201.294,231.323
-0.310,0.163,-0.453,-206.299,206.055,233.032
-0.271,0.076,-0.417,-207.153,211.487,232.971
-0.201,0.061,-0.385,-201.660,214.050,229.858
-0.136,0.097,-0.372,-198.547,214.966,224.121
-0.078,0.170,-0.344,-199.158,216.675,217.041
-0.043,0.232,-0.287,-200.195,219.971,215.027
0.009,0.312,-0.228,-200.745,222.168,217.407
0.088,0.341,-0.175,-203.186,221.191,220.886
0.156,0.359,-0.101,-205.750,218.567,224.670
0.210,0.337,-0.005,-203.796,214.844,229.248
0.323,0.318,0.075,-195.312,207.947,232.117
0.439,0.306,0.147,-191.772,199.097,231.689
0.511,0.257,0.215,-194.580,190.247,227.905
0.583,0.192,0.301,-188.965,182.312,224.792
0.658,0.136,0.370,-180.054,176.453,221.863
0.690,0.120,0.423,-174.011,171.509,216.675
0.678,0.104,0.444,-168.884,165.527,210.693
0.717,0.129,0.416,-160.278,159.119,205.383
0.783,0.161,0.410,-151.428,150.208,199.036
0.830,0.193,0.439,-148.315,141.174,190.735
0.886,0.201,0.484,-144.775,135.315,183.777
0.960,0.206,0.539,-137.268,128.662,177.734
1.041,0.190,0.613,-129.700,119.751,172.668
1.147,0.168,0.706,-120.361,108.704,166.931
1.313,0.161,0.831,-108.887,96.130,158.813
1.506,0.104,0.995,-94.849,83.862,147.400
1.737,-0.007,1.112,-79.041,75.134,136.780
1.897,-0.190,1.379,-63.538,60.974,118.225
2.078,-0.242,1.441,-37.781,44.006,94.177
2.133,-0.339,1.412,-5.859,41.199,80.322
2.129,-0.396,1.413,12.634,37.292,62.378
2.027,-0.424,1.425,15.808,24.109,32.532
1.845,-0.409,1.402,12.512,2.869,-0.122
1.633,-0.353,1.336,17.151,-17.944,-24.353
1.399,-0.322,1.174,25.208,-31.921,-40.466
1.149,-0.317,1.023,30.457,-42.358,-54.688
0.896,-0.324,0.888,33.936,-52.856,-67.566
0.590,-0.345,0.737,31.555,-57.312,-76.782
0.279,-0.363,0.583,25.574,-54.871,-80.933
-0.039,-0.332,0.473,19.287,-46.570,-83.435
-0.328,-0.275,0.357,11.841,-33.081,-79.163
-0.551,-0.180,0.249,7.080,-17.883,-67.017
-0.672,-0.130,0.217,8.362,-6.409,-49.683
-0.613,-0.150,0.292,10.864,1.282,-30.029
-0.436,-0.264,0.449,8.301,7.629,-8.484
-0.204,-0.415,0.599,4.272,12.390,11.597
0.107,-0.500,0.786,10.010,9.705,27.344
0.395,-0.579,0.922,13.550,4.883,35.278
0.646,-0.636,1.015,11.841,0.916,37.048
0.840,-0.698,1.083,10.254,-1.709,34.180
0.968,-0.731,1.122,11.292,-1.587,27.039
0.990,-0.732,1.118,14.038,0.671,18.616
0.943,-0.667,1.057,16.846,3.540,8.667
0.846,-0.569,1.008,19.653,2.380,-1.526
0.714,-0.495,0.949,19.897,-0.610,-9.033
0.573,-0.460,0.900,19.653,-3.967,-13.672
0.460,-0.451,0.859,19.836,-7.629,-15.625
0.361,-0.458,0.818,18.677,-11.108,-17.090
0.277,-0.462,0.787,18.616,-13.062,-17.761
0.200,-0.453,0.753,18.860,-12.695,-17.090
0.159,-0.434,0.720,18.311,-12.085,-15.076
0.148,-0.403,0.697,16.724,-11.963,-13.062
0.147,-0.397,0.676,13.367,-11.780,-9.827
0.180,-0.394,0.660,10.254,-11.047,-5.432
0.227,-0.401,0.662,7.812,-10.681,-1.221
0.286,-0.431,0.676,5.188,-9.033,2.258
0.328,-0.473,0.698,3.967,-7.446,4.395
0.375,-0.492,0.713,5.310,-6.409,5.127
0.410,-0.500,0.724,6.592,-5.676,4.028
0.446,-0.502,0.742,7.690,-5.066,2.319
0.460,-0.515,0.757,9.216,-4.272,0.549
0.476,-0.551,0.780,11.902,-2.930,-1.343
0.470,-0.546,0.762,11.841,-1.282,-2.502
0.433,-0.538,0.754,10.010,-0.427,-4.761
0.403,-0.525,0.742,9.949,-0.244,-6.287
0.377,-0.513,0.726,9.094,-0.061,-7.385
0.350,-0.505,0.709,8.545,0.122,-7.812
0.335,-0.498,0.701,8.545,-0.610,-7.080
0.334,-0.508,0.692,7.812,-1.465,-5.188
0.345,-0.521,0.692,7.141,-2.258,-4.395
0.360,-0.538,0.698,7.141,-3.174,-3.113
0.375,-0.545,0.711,7.507,-3.967,-2.747
0.395,-0.550,0.721,6.897,-4.272,-2.808

1.024,-0.603,1.052,40.588,-25.146,-53.711
1.125,-0.569,1.071,49.377,-31.982,-66.650
1.234,-0.553,1.097,61.646,-38.696,-79.651
1.336,-0.542,1.132,76.965,-45.044,-94.849
1.415,-0.530,1.170,92.834,-52.002,-111.938
1.462,-0.532,1.190,108.765,-60.242,-131.836
1.486,-0.534,1.199,126.465,-70.068,-156.189
1.493,-0.559,1.194,145.752,-81.787,-179.382
1.469,-0.532,1.143,157.898,-93.994,-198.730
1.432,-0.431,1.025,160.461,-106.262,-216.431
1.369,-0.330,0.891,161.072,-117.554,-235.840
1.299,-0.171,0.794,164.734,-126.526,-253.906
1.184,-0.028,0.700,167.847,-129.272,-263.672
1.065,0.034,0.601,168.457,-127.197,-271.118
0.952,0.044,0.518,172.119,-123.901,-277.527
0.802,0.049,0.494,180.725,-121.338,-284.485
0.685,0.067,0.482,191.956,-118.896,-294.617
0.541,0.102,0.472,203.430,-116.760,-306.824
0.377,0.164,0.454,213.745,-118.286,-314.087
0.202,0.222,0.451,224.426,-125.793,-315.430
0.066,0.266,0.440,232.239,-137.024,-314.880
-0.023,0.297,0.374,228.455,-146.790,-316.772
-0.081,0.378,0.250,212.219,-154.724,-316.345
-0.105,0.417,0.141,191.345,-160.645,-314.453
-0.176,0.402,-0.028,171.692,-162.537,-309.631
-0.207,0.419,-0.174,161.011,-162.354,-302.856
-0.250,0.436,-0.254,159.973,-161.499,-295.410
-0.333,0.435,-0.287,163.513,-158.264,-285.217
-0.429,0.390,-0.294,168.152,-155.090,-274.353
-0.508,0.349,-0.312,171.875,-154.907,-268.372
-0.544,0.327,-0.336,175.598,-160.217,-268.188
-0.548,0.306,-0.373,180.542,-170.105,-270.447
-0.539,0.260,-0.404,184.998,-179.321,-275.146
-0.509,0.239,-0.434,188.293,-182.678,-282.593
-0.478,0.239,-0.463,189.575,-181.641,-293.213
-0.409,0.286,-0.449,189.697,-177.307,-305.298
-0.406,0.434,-0.422,188.110,-171.631,-309.753
-0.461,0.625,-0.445,184.631,-168.274,-303.589
-0.541,0.794,-0.532,179.932,-166.321,-294.128
-0.623,0.899,-0.618,167.297,-165.649,-280.212
-0.661,0.905,-0.680,153.992,-163.879,-263.733
-0.683,0.801,-0.721,145.203,-156.067,-248.657
-0.662,0.667,-0.722,139.221,-142.395,-239.075
-0.608,0.583,-0.686,141.846,-125.366,-229.431
-0.579,0.544,-0.618,155.151,-108.154,-220.764
-0.561,0.469,-0.586,169.434,-92.102,-218.750
-0.539,0.552,-0.472,158.630,-78.186,-218.994
-0.490,0.717,-0.392,158.630,-72.571,-216.797
-0.498,0.801,-0.374,189.453,-77.698,-224.548
-0.502,0.902,-0.409,218.750,-81.604,-234.741
-0.551,1.014,-0.430,232.300,-81.055,-239.136
-0.602,1.121,-0.416,234.253,-76.233,-241.333
-0.639,1.238,-0.407,234.863,-68.176,-239.319
-0.662,1.361,-0.386,241.455,-60.242,-231.812
-0.704,1.468,-0.353,247.864,-54.260,-219.666
-0.752,1.555,-0.342,248.230,-51.086,-205.017
-0.777,1.610,-0.362,242.187,-51.819,-191.223
-0.759,1.651,-0.394,227.966,-54.321,-179.016
-0.741,1.667,-0.474,207.031,-53.894,-167.603
-0.733,1.687,-0.567,186.218,-47.668,-156.372
-0.704,1.726,-0.632,169.617,-38.513,-145.447
-0.700,1.794,-0.693,153.076,-26.733,-135.376
-0.745,1.897,-0.795,134.338,-13.916,-126.770
-0.927,2.064,-0.990,113.159,-6.104,-114.075
-0.994,2.293,-1.032,86.304,-12.207,-94.177
-1.415,2.702,-1.230,55.725,-21.790,-70.068
-1.596,2.922,-1.348,10.742,-43.579,-47.119
-1.454,2.780,-1.295,-37.659,-53.894,-4.272
-1.071,2.315,-1.051,-66.650,-26.611,37.292
-0.737,1.679,-0.885,-63.599,28.687,89.417
-0.597,1.160,-0.764,-43.274,77.698,122.131
-0.527,0.834,-0.652,-31.189,96.375,122.437
-0.486,0.665,-0.570,-34.912,90.576,98.938
-0.499,0.620,-0.463,-52.429,73.303,65.125
-0.510,0.572,-0.351,-65.369,52.124,32.776
-0.529,0.542,-0.209,-74.890,41.504,18.433
-0.544,0.464,-0.078,-69.763,43.640,22.400
-0.540,0.389,0.033,-50.171,49.927,35.278
-0.521,0.318,0.104,-22.827,53.101,47.424
-0.495,0.261,0.134,2.625,50.842,50.598
-0.471,0.247,0.125,20.508,43.152,42.542
-0.453,0.274,0.099,30.273,29.907,25.635
-0.441,0.335,0.067,35.034,13.855,5.066
-0.445,0.428,0.026,35.828,-1.526,-15.320
-0.461,0.521,-0.014,33.325,-14.160,-33.325
-0.476,0.623,-0.050,29.663,-22.888,-45.532
-0.504,0.713,-0.088,27.283,-29.053,-49.377
-0.529,0.791,-0.146,25.024,-31.494,-47.913
-0.560,0.861,-0.219,22.095,-31.555,-42.847
-0.571,0.922,-0.276,18.311,-29.236,-35.095
-0.587,0.965,-0.335,14.343,-24.475,-26.123
-0.594,0.986,-0.384,10.742,-18.311,-17.883
-0.599,1.007,-0.416,8.484,-11.963,-10.559
-0.609,1.011,-0.434,4.944,-6.775,-3.418
-0.606,0.989,-0.434,1.038,-2.625,2.380
-0.595,0.949,-0.426,-2.014,2.625,8.179
-0.587,0.902,-0.403,-3.662,7.385,12.451
-0.576,0.858,-0.375,-3.418,10.376,15.503
-0.569,0.816,-0.348,-1.465,12.329,16.602
-0.565,0.788,-0.323,1.587,12.329,15.686
-0.565,0.770,-0.310,4.211,11.353,13.245
-0.571,0.762,-0.294,5.005,9.705,10.742
-0.575,0.758,-0.279,5.310,7.812,9.338
-0.568,0.747,-0.262,4.639,6.714,8.850
-0.562,0.745,-0.248,3.296,6.042,8.057
-0.565,0.743,-0.238,1.892,4.883,6.836
-0.563,0.746,-0.228,1.404,3.601,5.005
-0.563,0.757,-0.218,1.221,1.160,3.601
-0.565,0.758,-0.214,0.854,-2.136,2.808
-0.562,0.761,-0.221,0.061,-4.761,0.732
-0.559,0.764,-0.226,-0.488,-6.226,-1.221
-0.548,0.768,-0.234,-0.427,-7.141,-2.014
-0.536,0.769,-0.246,-0.305,-7.507,-1.953
-0.524,0.770,-0.258,0.122,-7.202,-1.709
-0.514,0.768,-0.271,0.000,-6.042,-1.587
-0.509,0.767,-0.279,-0.366,-3.784,-1.099
-0.514,0.766,-0.283,-0.854,-1.587,0.183
-0.522,0.769,-0.280,-1.343,-0.122,1.343
-0.532,0.763,-0.275,-1.404,-0.183,2.380

-1.042,1.521,-0.779,-61.584,-58.899,-18.921
-1.156,1.792,-1.007,-82.886,-68.359,-7.080
-1.181,1.949,-1.185,-109.192,-62.317,17.517
-1.134,1.967,-1.219,-132.568,-44.312,51.758
-1.069,1.933,-1.202,-155.273,-21.118,87.646
-1.043,1.844,-1.169,-179.382,1.404,116.333
-1.039,1.766,-1.081,-199.036,18.677,135.925
-1.035,1.705,-1.015,-218.201,31.067,149.109
-1.064,1.654,-0.952,-233.704,42.236,162.781
-1.092,1.559,-0.918,-243.591,54.077,179.016
-1.113,1.508,-0.918,-248.169,67.200,197.327
-1.111,1.417,-0.880,-246.033,77.454,217.407
-1.069,1.302,-0.820,-243.774,83.435,234.741
-1.032,1.161,-0.765,-245.911,86.731,245.178
-1.032,1.050,-0.718,-249.207,86.975,247.864
-1.047,0.989,-0.680,-247.925,82.886,247.742
-1.012,0.917,-0.666,-242.432,78.064,250.916
-0.997,0.894,-0.663,-236.328,75.500,257.019
-0.990,0.868,-0.662,-228.821,70.435,265.930
-0.951,0.834,-0.656,-221.924,66.467,273.987
-0.910,0.741,-0.675,-215.332,64.026,281.067
-0.832,0.657,-0.717,-208.679,68.054,282.654
-0.803,0.672,-0.768,-206.055,77.332,279.297
-0.800,0.722,-0.802,-207.703,85.144,278.625
-0.773,0.753,-0.864,-210.144,90.088,282.410
-0.699,0.786,-0.913,-216.125,98.511,286.987
-0.649,0.789,-0.906,-226.990,109.863,294.006
-0.581,0.739,-0.882,-235.352,122.009,297.607
-0.522,0.697,-0.842,-244.019,135.071,298.889
-0.476,0.657,-0.761,-253.357,147.217,299.805
-0.441,0.648,-0.669,-254.211,155.273,299.622
-0.382,0.615,-0.616,-251.953,161.133,300.415
-0.280,0.579,-0.562,-254.211,166.016,298.584
-0.210,0.567,-0.480,-259.338,170.166,296.692
-0.158,0.567,-0.422,-266.479,171.570,297.363
-0.057,0.594,-0.411,-273.621,173.035,297.974
0.061,0.615,-0.408,-279.480,179.382,298.462
0.199,0.613,-0.367,-281.372,191.284,301.086
0.315,0.590,-0.278,-283.142,205.383,303.650
0.423,0.568,-0.180,-284.912,216.919,303.955
0.571,0.546,-0.075,-286.316,224.548,302.185
0.707,0.520,0.073,-283.813,225.830,297.241
0.801,0.443,0.264,-273.560,223.877,290.283
0.937,0.419,0.409,-263.489,220.886,285.217
1.031,0.326,0.511,-261.841,218.933,278.748
1.135,0.232,0.580,-261.536,213.989,268.372
1.231,0.149,0.672,-255.615,206.726,256.226
1.362,0.082,0.781,-245.911,197.876,244.507
1.413,-0.012,0.903,-240.051,185.242,227.661
1.443,-0.069,0.984,-234.314,168.762,212.036
1.518,-0.130,1.085,-224.487,148.804,197.815
1.547,-0.131,1.133,-202.942,128.174,180.054
1.514,-0.211,1.124,-179.993,115.479,167.114
1.536,-0.264,1.136,-165.649,99.792,148.621
1.501,-0.293,1.198,-152.832,81.970,127.502
1.425,-0.317,1.138,-138.855,68.237,112.244
1.326,-0.357,1.071,-117.859,63.232,101.746
1.187,-0.426,1.077,-95.764,54.321,84.290
1.025,-0.448,1.077,-86.121,39.917,60.425
0.811,-0.450,1.058,-78.064,22.949,38.391
0.610,-0.398,1.014,-67.017,7.080,22.522
0.419,-0.315,0.908,-56.702,-5.432,13.000
0.270,-0.245,0.804,-47.302,-16.663,8.545
0.180,-0.208,0.725,-38.757,-27.649,6.897
0.182,-0.161,0.668,-32.593,-33.813,7.568
0.193,-0.151,0.675,-28.381,-32.227,11.108
0.212,-0.170,0.693,-25.146,-23.010,17.700
0.280,-0.226,0.728,-19.226,-10.437,24.170
0.405,-0.285,0.785,-11.475,1.587,26.855
0.533,-0.334,0.890,-4.272,12.695,26.550
0.616,-0.421,1.011,1.831,23.804,25.696
0.663,-0.491,1.118,10.071,33.386,24.597
0.728,-0.503,1.172,17.029,35.889,24.170
0.761,-0.512,1.202,20.325,28.564,20.874
0.778,-0.519,1.202,22.583,14.954,15.991
0.783,-0.531,1.175,25.391,-0.305,12.146
0.784,-0.525,1.113,27.832,-14.709,8.118
0.744,-0.529,1.037,28.992,-25.085,3.052
0.671,-0.539,0.929,26.733,-30.884,-0.488
0.597,-0.536,0.826,23.682,-33.813,-3.540
0.510,-0.521,0.744,20.264,-34.424,-8.179
